emp_no,first_name,last_name,to_date,title
252887,Taisook,Rattan,1994-02-16,Engineer
252895,Slavian,Collette,1999-08-03,Engineer
252903,Gretta,Miculan,9999-01-01,Engineer
252904,Gen,Aloia,9999-01-01,Senior Engineer
252915,Jouni,Acton,9999-01-01,Technique Leader
252924,Kazuhisa,Bazzichi,9999-01-01,Senior Staff
252927,Vitaly,Veeraraghavan,9999-01-01,Senior Staff
252934,Zhenhua,Akaboshi,9999-01-01,Senior Engineer
252936,Bowen,Journel,1999-04-14,Engineer
252939,Toshiki,Cullers,9999-01-01,Senior Staff
252942,Terresa,Showalter,9999-01-01,Staff
252944,Minghong,Albarhamtoshy,2002-03-04,Senior Engineer
252947,Danny,Naumovich,9999-01-01,Senior Staff
252948,Danco,Krupka,9999-01-01,Senior Staff
252956,Kristin,Gecsei,9999-01-01,Senior Staff
252962,Arto,Oppitz,9999-01-01,Senior Staff
252964,Arnould,Azuma,1997-05-25,Senior Staff
252965,Shan,Emmerich,1993-03-28,Engineer
252967,Tuval,Foong,9999-01-01,Staff
252970,Mario,Herber,9999-01-01,Senior Engineer
252971,Leon,Pluym,9999-01-01,Senior Staff
252972,Ramalingam,Ambroszkiewicz,9999-01-01,Engineer
252976,Armond,Trelles,9999-01-01,Engineer
252982,Mandell,Pehl,9999-01-01,Technique Leader
252983,Filipp,Claffy,9999-01-01,Senior Engineer
252985,Giordano,Ramsak,9999-01-01,Senior Staff
252989,Stella,Wegerle,9999-01-01,Senior Engineer
252992,Shahab,Gustavson,9999-01-01,Engineer
252997,Mamdouh,Reutenauer,9999-01-01,Senior Engineer
252999,Weijing,Kusakabe,2002-07-26,Technique Leader
253002,Niteen,Fioravanti,9999-01-01,Senior Staff
253003,Yannik,Lambe,9999-01-01,Senior Engineer
253010,Haldun,Stamatiou,9999-01-01,Engineer
253013,Yakichi,Brandsma,1990-11-24,Engineer
253017,Subhash,Staudhammer,9999-01-01,Senior Engineer
253019,Marc,Bolotov,9999-01-01,Senior Staff
253023,Mansur,Welham,1997-12-05,Senior Engineer
253024,Arco,Shigei,9999-01-01,Senior Engineer
253025,Basant,Lung,9999-01-01,Staff
253036,Gretta,Isaak,9999-01-01,Senior Engineer
253037,Zijian,Bharadwaj,9999-01-01,Senior Engineer
253042,Mariangiola,Matzke,9999-01-01,Senior Staff
253047,Hausi,Manders,9999-01-01,Senior Engineer
253048,Basant,Rassart,2002-04-07,Senior Staff
253049,Karoline,Begiun,9999-01-01,Senior Engineer
253051,Zhenbing,Rahier,9999-01-01,Senior Staff
253054,Nectarios,Makrucki,9999-01-01,Senior Engineer
253055,Ebru,Syang,9999-01-01,Senior Engineer
253066,Faiza,Kugler,9999-01-01,Senior Engineer
253070,Zhiguo,Gaughan,9999-01-01,Senior Staff
253074,Arlette,Strandh,1995-07-26,Senior Staff
253077,Shaowei,Maierhofer,9999-01-01,Engineer
253081,Jenwei,Setlzner,9999-01-01,Technique Leader
253084,Duro,Potthoff,9999-01-01,Senior Engineer
253086,Shugo,Huxford,9999-01-01,Senior Engineer
253087,Arunachalam,Pokrovskii,2001-10-09,Staff
253091,Yechezkel,Zallocco,9999-01-01,Senior Engineer
253094,Hugh,Syrotiuk,9999-01-01,Senior Staff
253096,Taiji,Muhling,9999-01-01,Senior Staff
253098,Faiza,Delgrande,9999-01-01,Technique Leader
253099,Lobel,Atrawala,9999-01-01,Senior Engineer
253100,Arunachalam,Lindqvist,9999-01-01,Senior Engineer
253101,Tristan,Fontet,1992-02-12,Staff
253103,Khosrow,Pappas,1998-11-30,Senior Staff
253104,Zengping,Kranzdorf,9999-01-01,Engineer
253105,Susanta,Nollmann,9999-01-01,Senior Staff
253114,Zongyan,Stifter,9999-01-01,Staff
253124,Samphel,Garnham,9999-01-01,Senior Engineer
253125,Khalil,Percebois,9999-01-01,Senior Engineer
253126,Alejandro,Birta,9999-01-01,Senior Staff
253128,Danny,Herbst,9999-01-01,Senior Staff
253129,Christophe,Moffat,9999-01-01,Engineer
253132,Vitali,Zielinski,9999-01-01,Senior Engineer
253140,Claudi,Plumb,9999-01-01,Senior Staff
253141,Arra,Chiodo,9999-01-01,Senior Staff
253146,Gou,Pramanik,9999-01-01,Senior Staff
253149,Ramya,Murrill,9999-01-01,Senior Staff
253150,Niclas,Backhouse,9999-01-01,Technique Leader
253151,George,Benzmuller,1999-11-17,Senior Staff
253155,Tetsushi,Mawatari,9999-01-01,Senior Engineer
253157,Radhia,Giveon,9999-01-01,Senior Staff
253158,Eckart,Tzvieli,1998-10-09,Staff
253165,Adin,Assaf,9999-01-01,Senior Engineer
253167,Weiye,Geffroy,9999-01-01,Staff
253174,Hidekazu,Henders,9999-01-01,Senior Staff
253176,Basant,Giaccio,9999-01-01,Staff
253179,Kwangsub,Ghazalie,1995-09-24,Engineer
253181,Froduald,Coorg,9999-01-01,Senior Staff
253184,Mokhtar,Riexinger,9999-01-01,Senior Staff
253190,Rosli,Kuszyk,9999-01-01,Senior Engineer
253191,Ottavia,Jahnichen,9999-01-01,Senior Staff
253198,Radhika,Bala,9999-01-01,Senior Engineer
253204,LiMin,Matzke,1998-09-28,Engineer
253209,Khedija,Warwick,1998-12-24,Engineer
253210,Woody,Gyimothy,1990-01-25,Staff
253212,Anneli,Jarecki,9999-01-01,Senior Staff
253217,Subhash,Honiden,9999-01-01,Senior Staff
253225,Nevin,Jarecki,1995-09-22,Senior Engineer
253228,Froduald,Schrooten,9999-01-01,Senior Staff
253233,Mohit,Billawala,1993-04-29,Engineer
253234,Utz,Fioravanti,9999-01-01,Senior Engineer
253240,Odysseas,DasSarma,9999-01-01,Engineer
253249,Breannda,Tiemann,9999-01-01,Senior Staff
253260,Isaac,Capobianchi,9999-01-01,Senior Staff
253265,Jayesh,Vakili,2000-12-01,Staff
253266,Perry,Luft,9999-01-01,Senior Staff
253267,Shin,Erol,9999-01-01,Engineer
253272,Amalendu,Uehara,9999-01-01,Senior Staff
253277,Heekeun,Wynblatt,9999-01-01,Technique Leader
253289,Ioana,Willoner,9999-01-01,Technique Leader
253294,DeForest,Cherinka,9999-01-01,Senior Engineer
253297,Hilary,Gadepally,1993-06-04,Staff
253299,Djenana,Escriba,1998-07-22,Engineer
253309,Alejandro,Ranka,9999-01-01,Assistant Engineer
253315,Bartek,Kusakari,1998-01-05,Senior Engineer
253323,Gilbert,Lieberherr,9999-01-01,Engineer
253324,Xiong,Vendrig,9999-01-01,Senior Staff
253325,Kristine,Ushiama,9999-01-01,Senior Engineer
253326,Ger,Kropatsch,9999-01-01,Senior Engineer
253329,Rasikan,Loncour,9999-01-01,Senior Engineer
253340,Val,Broder,9999-01-01,Senior Engineer
253344,Mads,Versino,9999-01-01,Staff
253345,Bodh,Wrigley,9999-01-01,Senior Engineer
253346,Parviz,Hedayat,9999-01-01,Engineer
253351,Shuichi,Serre,9999-01-01,Staff
253353,Lansing,Orsini,9999-01-01,Senior Staff
253354,Takahito,Hofman,9999-01-01,Senior Staff
253359,Gadiel,Terwilliger,9999-01-01,Senior Engineer
253362,Odoardo,Stanfel,9999-01-01,Engineer
253364,Kazuhiko,Erol,9999-01-01,Senior Engineer
253370,Geoffrey,Terekhov,2000-08-11,Engineer
253381,Berto,Henders,9999-01-01,Senior Staff
253382,Avishai,Limongiello,9999-01-01,Senior Staff
253385,Hatim,Lichtman,9999-01-01,Engineer
253394,Armond,Marchesini,9999-01-01,Senior Staff
253396,Sverrir,Ecklund,1988-11-29,Staff
253399,Susumu,Reutenauer,9999-01-01,Senior Engineer
253400,Bikash,Simmen,9999-01-01,Staff
253402,Guther,Pavlopoulou,9999-01-01,Senior Engineer
253405,Sumant,Gustavson,2000-12-08,Engineer
253406,Olivera,Baek,9999-01-01,Technique Leader
253409,Janalee,Hanratty,9999-01-01,Senior Engineer
253410,Teruyuki,Polupanov,9999-01-01,Senior Engineer
253415,Tran,Schwaller,9999-01-01,Senior Engineer
253417,Irene,Kalorkoti,9999-01-01,Senior Staff
253419,Kauko,McDermid,9999-01-01,Senior Staff
253425,Shigeichiro,Erdi,9999-01-01,Senior Staff
253427,Yunming,Hebden,9999-01-01,Senior Engineer
253428,Ortrun,Benner,9999-01-01,Technique Leader
253440,Guozhong,Picci,1987-08-22,Staff
253444,DeForest,Serdy,9999-01-01,Senior Engineer
253445,Deniz,Maliniak,9999-01-01,Senior Engineer
253448,Luigi,Hettesheimer,9999-01-01,Senior Engineer
253450,Guenter,Magliocco,2001-06-17,Staff
253456,Theirry,Azuma,9999-01-01,Engineer
253457,Terresa,Stasinski,9999-01-01,Senior Engineer
253461,Masali,Bottner,9999-01-01,Senior Engineer
253462,Menkae,Sooriamurthi,9999-01-01,Engineer
253465,Rayond,Munke,9999-01-01,Staff
253469,Rafail,Zeleznik,9999-01-01,Senior Engineer
253472,Gianluca,Kusakabe,9999-01-01,Senior Staff
253473,Jamaludin,Crooks,9999-01-01,Senior Engineer
253474,Franziska,Hardjono,9999-01-01,Senior Staff
253478,Idoia,Heuser,9999-01-01,Staff
253480,Douadi,Fandrianto,9999-01-01,Engineer
253483,Carrsten,Lunn,9999-01-01,Senior Engineer
253487,Henk,Pokrovskii,9999-01-01,Senior Engineer
253488,Halsur,Terlouw,9999-01-01,Senior Staff
253492,Serge,Carrere,9999-01-01,Senior Engineer
253496,Shimshon,Marshall,9999-01-01,Senior Staff
253501,Xinan,Gladwell,9999-01-01,Senior Staff
253503,Tsz,Brendel,9999-01-01,Senior Staff
253504,Subbu,Marquardt,9999-01-01,Senior Engineer
253505,Baruch,Peternell,9999-01-01,Senior Staff
253509,Karsten,Kaminger,9999-01-01,Senior Staff
253511,Qingxiang,Nitta,9999-01-01,Senior Engineer
253513,Howell,Simmen,9999-01-01,Staff
253514,Apostol,Cannane,9999-01-01,Engineer
253516,Taizo,Poujol,9999-01-01,Senior Engineer
253520,Khun,McDermid,9999-01-01,Engineer
253523,Mircea,Horswill,9999-01-01,Staff
253524,Fabrizio,Cmelik,2000-08-12,Staff
253525,Mani,Maksimenko,9999-01-01,Senior Engineer
253539,Bingning,Varker,9999-01-01,Senior Engineer
253548,Felicidad,Malinowski,1999-10-14,Staff
253549,Tze,Benantar,9999-01-01,Senior Staff
253550,Almudena,Vecchi,9999-01-01,Senior Engineer
253556,Sarita,Hanratty,1993-11-25,Engineer
253557,Tran,Merel,9999-01-01,Senior Staff
253558,Armond,Kruskal,9999-01-01,Engineer
253561,Augustine,Denna,2000-10-26,Staff
253562,Slavian,Sethi,9999-01-01,Senior Engineer
253569,Shaowen,Gopalakrishnan,9999-01-01,Senior Staff
253571,Tomokazu,Deverell,9999-01-01,Engineer
253572,Sachem,Schoegge,9999-01-01,Senior Staff
253573,Vasilii,Kawashimo,1997-09-13,Staff
253579,Jeanna,Biron,9999-01-01,Senior Staff
253580,Duri,Suessmith,9999-01-01,Senior Engineer
253582,Lalit,Dulli,1990-02-01,Technique Leader
253587,Lillian,Yeung,9999-01-01,Engineer
253592,Tesuya,Gerlach,9999-01-01,Senior Staff
253594,Tetsushi,Morris,9999-01-01,Staff
253595,Tru,Restivo,1988-01-10,Staff
253602,Gurbir,Arlazarov,9999-01-01,Senior Staff
253603,Atreyi,Rassart,1997-12-03,Engineer
253606,Leaf,Lichtman,9999-01-01,Technique Leader
253607,Uta,Rosaz,1993-06-19,Senior Engineer
253610,Pranav,Morrow,9999-01-01,Senior Staff
253613,Chaoyi,Brender,9999-01-01,Senior Staff
253615,Nigel,Karunanithi,9999-01-01,Staff
253616,Gererd,Pashtan,9999-01-01,Senior Staff
253619,Sangeeta,Malabarba,9999-01-01,Staff
253625,Leif,Pavlopoulou,9999-01-01,Senior Staff
253626,Kyoichi,Munke,9999-01-01,Senior Staff
253628,Ranan,Lorin,9999-01-01,Senior Engineer
253629,Quingbo,Kriebel,9999-01-01,Senior Staff
253632,Pohua,Bresenham,9999-01-01,Senior Staff
253634,Sakthirel,Bellone,9999-01-01,Technique Leader
253636,Yucel,Itschner,9999-01-01,Senior Staff
253648,Tesuya,Millington,9999-01-01,Senior Staff
253650,Remzi,Loncour,9999-01-01,Senior Engineer
253652,Jaewon,Hasham,9999-01-01,Senior Staff
253653,Roselyn,Markovitch,9999-01-01,Senior Engineer
253657,Mrinalini,Selvestrel,9999-01-01,Engineer
253658,Jessie,Frolund,2000-10-04,Engineer
253665,Adit,Perfilyeva,9999-01-01,Engineer
253669,Goetz,Thambidurai,9999-01-01,Senior Staff
253670,Sachin,Conte,9999-01-01,Senior Staff
253672,Renee,Pargas,9999-01-01,Technique Leader
253679,Mingdong,Portugali,9999-01-01,Staff
253680,Jianwen,Kumaresan,1999-08-24,Engineer
253681,Gina,Snedden,9999-01-01,Engineer
253682,Jiong,Orsini,9999-01-01,Senior Staff
253683,Shaunak,Egerstedt,9999-01-01,Senior Staff
253691,Sachio,Aumann,9999-01-01,Engineer
253695,Baoqiu,Ohori,9999-01-01,Senior Engineer
253697,Zeydy,Nitto,9999-01-01,Senior Engineer
253698,Hongzue,Goodrum,9999-01-01,Senior Engineer
253700,Masasuke,Comyn,9999-01-01,Staff
253701,Masanao,Zuberek,9999-01-01,Senior Staff
253704,Sven,Belinskaya,9999-01-01,Senior Staff
253705,Eran,Swift,1999-03-27,Senior Staff
253714,Maria,Aseltine,9999-01-01,Senior Staff
253717,Tommaso,Bondorf,9999-01-01,Senior Staff
253723,Jianhua,Feinberg,1999-03-31,Engineer
253726,Francoise,Chinin,2001-06-13,Senior Engineer
253727,Fayez,Pargas,9999-01-01,Senior Engineer
253729,Ziyad,Rusterholz,9999-01-01,Senior Engineer
253732,Lenore,Slobodova,9999-01-01,Senior Engineer
253733,Jiang,Rissland,9999-01-01,Senior Staff
253735,Zhensheng,Luan,9999-01-01,Engineer
253736,Aris,Kulisch,9999-01-01,Technique Leader
253745,Krassimir,Adachi,9999-01-01,Senior Engineer
253747,Mohan,Plotkin,9999-01-01,Staff
253750,Marlo,Baez,2001-11-30,Engineer
253751,Neelam,Ligten,9999-01-01,Senior Staff
253753,Goncalo,Erdi,9999-01-01,Engineer
253755,Shahab,Sifakis,9999-01-01,Senior Staff
253758,Jouni,Calkin,9999-01-01,Senior Engineer
253766,Masoud,Ranft,9999-01-01,Senior Engineer
253771,Moie,Kambil,9999-01-01,Senior Engineer
253775,Stella,Jeong,9999-01-01,Senior Engineer
253777,Kien,Ravishankar,9999-01-01,Senior Staff
253785,Eckart,Smailagic,9999-01-01,Senior Staff
253786,Kazuyasu,Khalil,9999-01-01,Engineer
253793,JoAnna,Passino,9999-01-01,Senior Engineer
253796,Masako,Unni,1994-07-02,Engineer
253797,Martien,Fabrizio,9999-01-01,Senior Staff
253805,Malu,Fargier,9999-01-01,Senior Engineer
253811,Richara,Suermann,9999-01-01,Senior Staff
253818,Sadok,Moehrke,9999-01-01,Senior Staff
253819,Valeri,Bahi,9999-01-01,Senior Engineer
253820,Jeong,Conry,9999-01-01,Senior Engineer
253823,Gaurav,Casley,9999-01-01,Senior Engineer
253827,Iara,Khasidashvili,9999-01-01,Senior Staff
253828,Shem,Lubachevsky,9999-01-01,Senior Staff
253830,Luerbio,Pintelas,9999-01-01,Senior Staff
253831,Maren,Kamber,9999-01-01,Staff
253832,Jixiang,Foong,9999-01-01,Technique Leader
253835,Rimli,Mukaidono,9999-01-01,Engineer
253837,Cristinel,Dolinsky,1998-01-01,Senior Engineer
253845,Navin,Androutsos,1996-03-01,Engineer
253847,Xiaobin,Suermann,9999-01-01,Senior Engineer
253848,Seongbae,Einsfeld,9999-01-01,Senior Staff
253851,Piyush,Smailagic,9999-01-01,Staff
253861,Shir,McAlpine,9999-01-01,Senior Staff
253863,Adam,Maierhofer,1992-01-15,Engineer
253865,Fox,Hedayat,9999-01-01,Assistant Engineer
253866,Reinhard,Reinhart,9999-01-01,Senior Engineer
253868,Beshir,Karnin,9999-01-01,Senior Staff
253869,Joydip,Schmiedel,9999-01-01,Senior Staff
253873,Frazer,Cheshire,9999-01-01,Senior Engineer
253875,Gopalakrishnan,Taubenfeld,9999-01-01,Senior Staff
253877,Lene,Gaughan,2000-01-14,Technique Leader
253879,Tonny,Hartvigsen,9999-01-01,Senior Staff
253880,Marke,Schiper,9999-01-01,Senior Engineer
253883,Pasqua,Krone,2001-11-04,Staff
253884,Monique,Saoudi,9999-01-01,Engineer
253885,Bernd,Atchley,1997-04-25,Senior Engineer
253888,Sverrir,Menyhert,9999-01-01,Senior Engineer
253896,Mayuri,Akiyama,9999-01-01,Senior Staff
253901,Shigeichiro,Porotnikoff,9999-01-01,Senior Engineer
253909,Kshitij,Marakhovsky,1999-01-30,Senior Engineer
253911,Sumant,Siepmann,9999-01-01,Senior Engineer
253914,Syozo,DeMori,9999-01-01,Senior Engineer
253916,Phuoc,Suwa,9999-01-01,Senior Staff
253917,Sachin,Gaughan,9999-01-01,Senior Engineer
253919,Arne,Kroft,9999-01-01,Senior Staff
253921,Mang,Mandell,9999-01-01,Senior Engineer
253926,Mary,Krichel,9999-01-01,Senior Staff
253928,Abdulla,Oberman,9999-01-01,Senior Engineer
253930,KayLiang,Moffat,9999-01-01,Senior Engineer
253932,Renny,Peris,1995-06-14,Senior Engineer
253945,Gina,Rabehasaina,9999-01-01,Assistant Engineer
253946,Mana,Puppo,9999-01-01,Staff
253952,Cristinel,Kohling,9999-01-01,Engineer
253956,Rosli,Loncour,9999-01-01,Senior Staff
253962,Steve,Przulj,9999-01-01,Senior Staff
253963,Edwin,Speckmann,9999-01-01,Staff
253967,Moon,Akazan,9999-01-01,Engineer
253977,Tonny,Usdin,9999-01-01,Senior Engineer
253979,Sakthirel,Luft,2001-09-28,Senior Engineer
253982,Leif,Nishimukai,9999-01-01,Senior Staff
253984,Limsoon,Setlzner,1998-03-18,Engineer
253988,Maya,Jiang,9999-01-01,Senior Staff
253997,Alselm,Fioravanti,9999-01-01,Senior Staff
253998,Marin,Conti,9999-01-01,Technique Leader
254001,Caolyn,Ranta,9999-01-01,Staff
254003,Alenka,Haumacher,9999-01-01,Senior Staff
254005,Souichi,Parfitt,1997-07-28,Senior Engineer
254010,Shaibal,Barreiro,9999-01-01,Staff
254011,Badri,Swift,9999-01-01,Senior Engineer
254013,Luise,Luff,9999-01-01,Senior Staff
254016,Danel,Bierman,9999-01-01,Senior Engineer
254020,Suvo,Rosch,1995-08-06,Senior Engineer
254024,Richard,Ernst,9999-01-01,Senior Staff
254025,Hausi,Schiettecatte,9999-01-01,Staff
254030,Jolita,Uehara,9999-01-01,Staff
254032,Along,Waschkowski,9999-01-01,Staff
254033,Rosella,Varman,9999-01-01,Senior Staff
254037,Carrsten,Engelmann,9999-01-01,Technique Leader
254038,Angus,Ernst,2000-08-09,Senior Engineer
254041,Zhongwei,Quadeer,9999-01-01,Assistant Engineer
254043,Saddek,Peng,9999-01-01,Senior Staff
254046,Serap,Karunanithi,9999-01-01,Senior Staff
254048,Hidefumi,Awdeh,9999-01-01,Engineer
254051,Oscar,Plumb,1991-07-25,Senior Engineer
254053,Heeju,Benantar,9999-01-01,Senior Engineer
254054,Cheong,Milicia,9999-01-01,Senior Staff
254058,Shuzo,Munos,9999-01-01,Senior Engineer
254060,Sumant,Heinisuo,2002-05-18,Technique Leader
254061,Krister,Kermarrec,9999-01-01,Assistant Engineer
254064,Yishai,Baik,1999-01-12,Senior Staff
254065,Kazunori,Azadmanesh,9999-01-01,Senior Engineer
254069,Uli,Nishimukai,9999-01-01,Senior Engineer
254070,Kenroku,Marwedel,1996-08-10,Staff
254075,Kazuyasu,Soicher,9999-01-01,Senior Staff
254077,Atilio,Uludag,1990-09-21,Senior Staff
254079,Iara,Iacovou,9999-01-01,Senior Engineer
254084,Visit,Fiebach,9999-01-01,Senior Engineer
254086,Barton,Karunanithi,9999-01-01,Engineer
254089,Mariangiola,Billingsley,9999-01-01,Senior Engineer
254091,Alejandra,Jiang,9999-01-01,Senior Staff
254097,Seongbae,Ibel,9999-01-01,Senior Engineer
254102,Raimond,Flexer,9999-01-01,Staff
254117,Leen,Andreotta,9999-01-01,Senior Engineer
254118,Pasqua,Luft,9999-01-01,Senior Staff
254124,Xuejun,Heinisuo,2000-04-16,Senior Staff
254127,Arfst,Shumilov,9999-01-01,Staff
254128,Clyde,Otillio,9999-01-01,Senior Engineer
254129,Bojan,Bahi,9999-01-01,Engineer
254131,Xinan,Granlund,2000-08-09,Staff
254138,Yechiam,Gammage,9999-01-01,Engineer
254139,Selwyn,Demke,1995-09-09,Engineer
254141,Tran,Tramer,9999-01-01,Senior Staff
254153,Padma,Kermarrec,9999-01-01,Senior Engineer
254156,Jixiang,Driscoll,9999-01-01,Senior Engineer
254160,Zhenbing,Wallrath,9999-01-01,Senior Engineer
254163,Jasminko,Baez,2000-07-06,Engineer
254166,Leaf,Asrin,9999-01-01,Senior Staff
254167,Xianlong,Tibblin,9999-01-01,Senior Staff
254168,Vidar,Peron,1996-08-29,Technique Leader
254174,Tetsushi,Perfilyeva,1995-04-08,Staff
254180,Ronghao,Sewelson,9999-01-01,Engineer
254182,Chuanti,Beilner,9999-01-01,Senior Engineer
254184,Hercules,Kobara,9999-01-01,Technique Leader
254185,Hitomi,Dalton,9999-01-01,Senior Staff
254188,Larisa,Peltason,9999-01-01,Senior Engineer
254189,Matt,Shokrollahi,1996-03-13,Engineer
254190,Baruch,Murrill,9999-01-01,Staff
254195,Katsuyuki,Christianini,9999-01-01,Senior Staff
254196,Yurij,Speek,2000-11-07,Engineer
254197,Kazuhide,Lanzelotte,9999-01-01,Assistant Engineer
254198,Yannik,Mitina,9999-01-01,Senior Engineer
254203,Rutger,Milicic,9999-01-01,Senior Staff
254205,Mani,Ramsey,2000-08-26,Engineer
254206,Tamiya,Asmuth,9999-01-01,Staff
254209,Nigel,Yurov,9999-01-01,Senior Engineer
254212,Mayuri,Leijenhorst,9999-01-01,Engineer
254213,Magy,Tetzlaff,1993-06-13,Senior Engineer
254218,Mircea,Peck,9999-01-01,Staff
254220,Ziyad,Marshall,1992-07-18,Engineer
254223,Geraldo,Vieth,9999-01-01,Staff
254227,Vitaly,Frezza,9999-01-01,Senior Staff
254228,Emdad,Mersereau,9999-01-01,Senior Engineer
254236,Ung,Zastre,9999-01-01,Senior Engineer
254237,Keung,Slaats,9999-01-01,Senior Staff
254238,Koichi,Joslin,9999-01-01,Senior Staff
254241,Anneli,Wursthorn,9999-01-01,Senior Engineer
254242,Georg,Ranum,1998-02-20,Engineer
254245,Kshitij,Puppo,9999-01-01,Senior Engineer
254246,Marl,Thebaut,9999-01-01,Senior Staff
254247,Van,Furudate,9999-01-01,Senior Staff
254249,Xiaoqiang,Staelin,9999-01-01,Senior Staff
254258,Hatim,Kroft,1999-12-07,Engineer
254267,Sakthirel,Rajala,2001-09-28,Senior Staff
254270,Pohua,Hiraishi,9999-01-01,Senior Staff
254271,Djenana,Pusterhofer,9999-01-01,Senior Staff
254279,Huiqun,Swen,1994-10-29,Staff
254281,Anwar,Keirsey,9999-01-01,Senior Engineer
254290,Yechezkel,Doering,9999-01-01,Senior Staff
254291,Leen,Speckmann,2002-06-09,Senior Staff
254292,Pranas,Eppinger,9999-01-01,Senior Staff
254293,Stein,Pardalos,9999-01-01,Senior Engineer
254294,Shridhar,Benzaken,9999-01-01,Senior Engineer
254296,Adamantios,Ananiadou,9999-01-01,Assistant Engineer
254298,Olivera,Shackel,9999-01-01,Senior Engineer
254299,Miquel,Vidal,9999-01-01,Senior Staff
254300,Takahira,Beilner,1989-09-09,Assistant Engineer
254312,Selwyn,Dolinsky,1993-04-01,Staff
254320,Suzette,Hasham,9999-01-01,Staff
254321,Masasuke,Albarhamtoshy,9999-01-01,Engineer
254322,Djenana,Socorro,9999-01-01,Staff
254324,Stepehn,Merlo,9999-01-01,Engineer
254325,Khun,Luiz,9999-01-01,Technique Leader
254327,Lillian,Shackel,9999-01-01,Senior Staff
254330,Mikhail,Muhling,9999-01-01,Senior Staff
254331,Shim,Kobuchi,1999-11-28,Senior Engineer
254332,Mohamadou,Muchinsky,9999-01-01,Senior Staff
254343,Masamitsu,Lenart,9999-01-01,Senior Engineer
254347,Zine,Schwaller,9999-01-01,Senior Engineer
254354,Martins,Angiulli,9999-01-01,Senior Engineer
254363,Dannz,Angiulli,1998-11-21,Engineer
254366,Brendon,Bazzichi,9999-01-01,Senior Staff
254367,Dinkar,Honglei,9999-01-01,Senior Staff
254369,Selwyn,Varker,9999-01-01,Senior Staff
254370,Khedija,Schwartzburd,9999-01-01,Senior Staff
254378,Zdislav,Ertl,1988-03-17,Technique Leader
254382,Candida,Lipner,9999-01-01,Engineer
254391,Kristian,Basagni,9999-01-01,Senior Staff
254394,Mingsen,Garnick,9999-01-01,Senior Engineer
254401,Valter,Jervis,2000-02-29,Senior Engineer
254402,Jaihie,Thiria,1994-10-31,Assistant Engineer
254406,Fai,Tzvieli,9999-01-01,Engineer
254407,Leucio,Kawashimo,9999-01-01,Senior Engineer
254408,Kiyokazu,Pleszkun,9999-01-01,Staff
254409,Dante,Gide,9999-01-01,Senior Engineer
254412,Akhilish,Vrecion,9999-01-01,Senior Engineer
254417,Yurii,Selvestrel,9999-01-01,Senior Staff
254418,Huican,Luan,9999-01-01,Senior Staff
254421,Seshu,Katiyar,9999-01-01,Senior Staff
254425,Francoise,Paludetto,9999-01-01,Senior Engineer
254426,Ashish,Schreiter,1993-01-15,Assistant Engineer
254434,Tsutomu,Demir,9999-01-01,Engineer
254436,Huai,Bottner,9999-01-01,Senior Staff
254444,Ramya,Buchter,9999-01-01,Senior Engineer
254452,Christophe,Chachaty,9999-01-01,Senior Engineer
254453,Shaowen,Plesums,9999-01-01,Engineer
254454,Uinam,Ponthieu,9999-01-01,Senior Staff
254456,Sanjoy,Openshaw,9999-01-01,Senior Engineer
254458,Uli,Panwar,9999-01-01,Engineer
254459,Mart,Gadepally,9999-01-01,Senior Engineer
254460,Duke,Poujol,9999-01-01,Staff
254463,Douadi,Pappas,1998-10-04,Staff
254464,Kazuhito,Matteis,9999-01-01,Senior Staff
254467,Shounak,Honiden,9999-01-01,Engineer
254470,Bouchung,McClure,9999-01-01,Senior Engineer
254475,Prodip,Luft,9999-01-01,Senior Staff
254478,Paraskevi,Gelosh,9999-01-01,Engineer
254482,Ramachenga,Sewelson,2002-01-20,Engineer
254483,Rosalyn,Parveen,9999-01-01,Senior Staff
254488,Arvind,Benzaken,9999-01-01,Senior Staff
254490,Dayanand,Ranta,9999-01-01,Senior Engineer
254493,Goetz,Boyle,9999-01-01,Engineer
254494,Nikolaus,Saoudi,9999-01-01,Senior Staff
254496,Mingsen,Glinert,2000-06-26,Senior Engineer
254499,Hisao,Buescher,9999-01-01,Senior Engineer
254502,Valeska,Dalphin,9999-01-01,Senior Staff
254511,Moss,Velardi,1998-08-06,Engineer
254513,Basant,Harnett,1997-12-11,Engineer
254516,Aram,Cannata,9999-01-01,Senior Engineer
254528,Siamak,Frezza,9999-01-01,Senior Engineer
254529,Doowon,Terwilliger,9999-01-01,Senior Staff
254531,Samphel,Maliniak,9999-01-01,Staff
254534,Jolita,Dulli,1991-02-26,Engineer
254537,Jianhua,Papsdorf,1992-04-15,Senior Engineer
254538,Mooi,Mikschl,1995-11-20,Assistant Engineer
254543,Arto,Perin,9999-01-01,Senior Engineer
254547,Nigel,Ecklund,1998-12-18,Technique Leader
254552,Geoffry,Doering,9999-01-01,Senior Engineer
254554,Noritoshi,Oskamp,1999-06-16,Engineer
254556,Tsz,Azadmanesh,9999-01-01,Senior Staff
254563,Boaz,Dulin,9999-01-01,Senior Staff
254565,Shakhar,Businaro,9999-01-01,Senior Engineer
254577,Somnath,Bolotov,9999-01-01,Senior Engineer
254585,Insup,Argence,9999-01-01,Senior Staff
254586,Sajjan,Wielonsky,9999-01-01,Senior Engineer
254588,Alper,Jiang,9999-01-01,Engineer
